Chest_x,Chest_y,Chest_z,Neck_x,Neck_y,Neck_z,Rhip_x,Rhip_y,Rhip_z,Rknee_z,Rankle_x,Rankle_y,Rankle_z,Rshoulder_x,Rshoulder_y,Rshoulder_z,Relbow_z,Lhip_x,Lhip_y,Lhip_z,Lknee_z,Lankle_x,Lankle_y,Lankle_z,Lshoulder_x,Lshoulder_y,Lshoulder_z,Lelbow_z,Safety_Score
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,17.76,-2.29,0,0.57,0,-12.61,-1.72,-10.89,1.15,6.88,10.89,4.58,-64.74,-5.73,1.15,-67.04,14.32,-18.33,-2.86,38.39,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,17.76,-2.29,0,0.57,0,-12.61,-1.72,-10.89,1.15,6.88,10.31,5.16,-65.32,-5.73,1.15,-67.04,14.32,-18.33,-3.44,37.82,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,17.76,-2.29,0,0.57,0,-12.61,-1.72,-10.89,1.15,6.88,10.31,5.16,-65.32,-5.16,1.15,-67.04,14.32,-18.33,-3.44,37.82,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,17.76,-2.29,0,0.57,0,-12.61,-1.15,-10.89,1.72,6.88,10.31,5.73,-65.32,-5.16,1.15,-67.04,14.32,-18.33,-3.44,37.82,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,17.19,-2.86,0,0.57,0,-12.61,-1.15,-10.31,1.72,7.45,10.31,5.73,-65.32,-5.16,1.15,-67.61,14.32,-18.33,-3.44,37.82,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,17.19,-2.86,0,0.57,0,-12.61,-1.15,-10.31,1.72,7.45,10.31,5.73,-65.32,-5.16,1.15,-67.61,14.32,-18.33,-3.44,37.24,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,17.19,-2.86,0,0.57,0,-12.61,-1.15,-10.31,2.29,7.45,10.31,6.3,-65.32,-5.16,1.15,-67.61,14.32,-18.33,-3.44,37.24,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,17.19,-2.86,0,0.57,0,-12.61,-0.57,-10.31,2.29,7.45,10.31,6.3,-65.32,-5.16,1.15,-67.61,14.32,-18.33,-3.44,37.24,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,17.19,-2.86,0,0.57,0,-12.61,-0.57,-10.31,2.29,7.45,9.74,6.88,-65.32,-5.16,1.15,-67.61,14.32,-18.33,-3.44,37.24,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,16.62,-2.86,0,0.57,0,-12.61,-0.57,-9.74,2.29,7.45,9.74,6.88,-65.32,-5.16,1.15,-67.61,14.32,-18.33,-3.44,36.67,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,16.62,-3.44,0,0.57,0,-12.61,0,-9.74,2.86,7.45,9.74,6.88,-65.32,-5.16,1.15,-67.04,14.32,-18.33,-3.44,36.67,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,16.62,-3.44,0,0.57,0,-12.61,0,-9.74,2.86,7.45,9.74,7.45,-65.89,-5.16,1.15,-67.04,13.75,-18.33,-3.44,36.67,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,16.62,-3.44,0,0.57,0,-12.61,0,-9.74,2.86,7.45,9.74,7.45,-65.89,-5.16,1.72,-67.04,13.75,-18.33,-3.44,36.1,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,16.62,-3.44,0,0.57,0,-12.61,0,-9.74,3.44,7.45,9.74,8.02,-65.89,-5.16,1.72,-67.04,13.75,-18.33,-4.01,36.1,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,16.04,-3.44,0,0.57,0,-12.61,0.57,-9.17,3.44,7.45,9.74,8.02,-65.89,-5.16,1.72,-67.04,13.75,-18.33,-4.01,36.1,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,16.04,-3.44,0,0.57,0,-12.61,0.57,-9.17,4.01,7.45,9.74,8.59,-65.89,-5.16,1.72,-67.04,13.75,-18.33,-4.01,35.52,0.75
0,8.59,-2.29,0,1.15,-14.9,4.58,1.72,16.04,-3.44,0,0.57,0,-12.61,0.57,-9.17,4.01,7.45,9.17,8.59,-65.89,-5.16,1.72,-66.46,13.75,-18.33,-4.01,35.52,0.75
0,8.59,-2.29,0,1.15,-15.47,4.58,1.72,16.04,-4.01,0,0.57,0,-12.61,1.15,-9.17,4.01,7.45,9.17,8.59,-65.89,-5.16,1.72,-66.46,13.75,-18.33,-4.01,35.52,0.75
0,8.59,-2.29,0,1.15,-15.47,4.58,1.72,15.47,-4.01,0,0.57,0,-12.61,1.15,-9.17,4.58,7.45,9.17,9.17,-65.89,-5.16,1.72,-66.46,13.75,-18.33,-4.01,34.95,0.75
0,8.59,-2.29,0,1.15,-15.47,4.58,1.72,15.47,-4.01,0,0.57,0,-12.61,1.15,-8.59,4.58,7.45,9.17,9.17,-65.32,-4.58,1.72,-66.46,13.75,-18.33,-4.01,34.95,0.75
0,8.59,-2.29,0,1.15,-15.47,4.58,1.72,15.47,-4.01,0,0.57,0,-12.61,1.72,-8.59,4.58,7.45,9.17,9.74,-65.32,-4.58,1.72,-66.46,13.75,-18.33,-4.01,34.95,0.75
0,8.59,-2.29,0,1.15,-15.47,4.58,1.72,15.47,-4.01,0,0.57,0,-12.61,1.72,-8.59,5.16,7.45,9.17,9.74,-65.32,-4.58,2.29,-66.46,13.75,-18.33,-4.58,34.38,0.75
0,8.59,-2.29,0,1.15,-15.47,4.58,1.72,15.47,-4.01,0,0.57,0,-12.61,1.72,-8.59,5.16,8.02,9.17,10.31,-65.32,-4.58,2.29,-65.89,13.75,-18.33,-4.58,34.38,0.75
0,8.59,-2.29,0,1.15,-15.47,4.58,1.72,14.9,-4.58,0,0.57,0,-12.61,1.72,-8.59,5.16,8.02,9.17,10.31,-65.32,-4.58,2.29,-65.89,13.75,-18.33,-4.58,34.38,0.75
0,8.59,-2.29,0,1.15,-15.47,4.58,1.72,14.9,-4.58,0,0.57,0,-12.61,2.29,-8.02,5.73,8.02,8.59,10.31,-65.32,-4.58,2.29,-65.89,13.75,-18.33,-4.58,33.8,0.75
0,8.59,-2.29,0,1.15,-15.47,4.58,1.72,14.9,-4.58,0,0.57,0,-12.61,2.29,-8.02,5.73,8.02,8.59,10.89,-65.32,-4.58,2.29,-65.89,13.75,-18.33,-4.58,33.8,0.75
0,8.59,-2.29,0,0.57,-15.47,4.58,1.72,14.9,-4.58,0,0.57,0,-12.61,2.29,-8.02,5.73,8.02,8.59,10.89,-65.32,-4.58,2.29,-65.32,13.18,-18.33,-4.58,33.8,0.75
0,8.59,-2.29,0,0.57,-15.47,4.58,1.72,14.32,-4.58,0,0.57,0,-12.61,2.86,-8.02,6.3,8.02,8.59,11.46,-65.32,-4.58,2.29,-65.32,13.18,-18.33,-4.58,33.23,0.75
0,8.59,-2.29,0,0.57,-15.47,4.58,1.72,14.32,-4.58,0,0.57,0,-12.61,2.86,-8.02,6.3,8.02,8.59,11.46,-65.32,-4.58,2.29,-65.32,13.18,-18.33,-4.58,33.23,0.75
-0.57,8.59,-2.29,0,0.57,-16.04,4.58,1.72,14.32,-4.58,0,0.57,0,-12.61,2.86,-8.02,6.88,8.02,8.59,12.03,-65.32,-4.58,2.86,-64.74,13.18,-18.33,-5.16,33.23,0.75
-0.57,8.59,-2.29,0,0.57,-16.04,4.58,1.72,14.32,-5.16,0,0.57,0,-12.61,3.44,-7.45,6.88,8.02,8.59,12.03,-64.74,-4.58,2.86,-64.74,13.18,-17.76,-5.16,32.66,0.75
-0.57,8.59,-2.29,0,0.57,-16.04,4.58,1.72,14.32,-5.16,0,0.57,0,-12.61,3.44,-7.45,6.88,8.02,8.59,12.03,-64.74,-4.58,2.86,-64.74,13.18,-17.76,-5.16,32.66,0.75
-0.57,8.59,-2.29,0,0.57,-16.04,4.58,1.72,13.75,-5.16,0,0.57,0,-12.61,3.44,-7.45,7.45,8.02,8.59,12.61,-64.74,-4.58,2.86,-64.17,13.18,-17.76,-5.16,32.66,0.75
-0.57,8.59,-2.29,0,0.57,-16.04,4.58,1.72,13.75,-5.16,0,0.57,0,-12.61,4.01,-7.45,7.45,8.02,8.02,12.61,-64.74,-4.58,3.44,-64.17,13.18,-17.76,-5.16,32.09,0.75
-0.57,8.59,-2.29,0,0.57,-16.04,4.58,1.72,13.75,-5.16,0,0.57,0,-12.61,4.01,-7.45,8.02,8.02,8.02,12.61,-64.74,-4.58,3.44,-63.6,13.18,-17.76,-5.16,32.09,0.75
-0.57,8.59,-2.29,0,0.57,-16.04,4.58,1.72,13.75,-5.16,0,0.57,0,-12.61,4.01,-7.45,8.02,8.02,8.02,13.18,-64.17,-4.58,3.44,-63.6,13.18,-17.76,-5.16,32.09,0.75
-0.57,8.59,-2.29,0,0.57,-16.04,4.58,1.72,13.18,-5.16,0,0.57,0,-12.61,4.58,-6.88,8.59,8.02,8.02,13.18,-64.17,-4.58,3.44,-63.03,13.18,-17.76,-5.73,31.51,0.75
-0.57,8.59,-2.29,0,0.57,-16.04,4.58,1.72,13.18,-5.73,0,0.57,0,-12.61,4.58,-6.88,8.59,8.02,8.02,13.75,-64.17,-4.01,3.44,-63.03,13.18,-17.76,-5.73,31.51,0.75
-0.57,8.02,-2.29,0,0.57,-16.04,4.58,1.72,13.18,-5.73,0,0.57,0,-12.61,4.58,-6.88,9.17,8.02,8.02,13.75,-64.17,-4.01,4.01,-63.03,13.18,-17.76,-5.73,31.51,0.75
-0.57,8.02,-2.29,0,0.57,-16.04,4.58,1.72,13.18,-5.73,0,0.57,0,-12.61,4.58,-6.88,9.17,8.02,8.02,13.75,-64.17,-4.01,4.01,-62.45,13.18,-17.76,-5.73,30.94,0.75
-0.57,8.02,-2.29,0,0.57,-16.04,4.58,1.72,13.18,-5.73,0,0.57,0,-12.61,5.16,-6.88,9.74,8.02,8.02,14.32,-63.6,-4.01,4.01,-62.45,13.18,-17.76,-5.73,30.94,0.75
-0.57,8.02,-2.29,0,0.57,-16.04,4.58,1.72,12.61,-5.73,0,0.57,0,-12.61,5.16,-6.88,9.74,8.02,8.02,14.32,-63.6,-4.01,4.01,-61.88,13.18,-17.76,-5.73,30.94,0.75
-0.57,8.02,-2.29,0,0.57,-16.04,4.58,1.72,12.61,-5.73,0,0.57,0,-12.61,5.16,-6.3,9.74,8.02,7.45,14.9,-63.6,-4.01,4.01,-61.88,13.18,-17.76,-5.73,30.94,0.75
-0.57,8.02,-2.29,0,0.57,-16.04,4.58,1.72,12.61,-5.73,0,0.57,0,-12.61,5.73,-6.3,10.31,8.02,7.45,14.9,-63.6,-4.01,4.58,-61.31,13.18,-17.76,-6.3,30.37,0.75
-0.57,8.02,-2.29,0,0.57,-16.62,4.58,1.72,12.61,-5.73,0,0.57,0,-12.61,5.73,-6.3,10.31,8.02,7.45,14.9,-63.03,-4.01,4.58,-61.31,13.18,-17.76,-6.3,30.37,0.75
-0.57,8.02,-2.29,0,0.57,-16.62,4.58,1.72,12.61,-6.3,0,0.57,0,-12.61,5.73,-6.3,10.89,8.02,7.45,15.47,-63.03,-4.01,4.58,-60.73,13.18,-17.76,-6.3,30.37,0.75
-0.57,8.02,-2.29,0,0.57,-16.62,4.58,1.72,12.03,-6.3,0,0.57,0,-12.61,5.73,-6.3,10.89,8.02,7.45,15.47,-63.03,-4.01,4.58,-60.73,13.18,-17.76,-6.3,29.79,0.75
-0.57,8.02,-2.29,0,0.57,-16.62,4.58,1.72,12.03,-6.3,0,0.57,0,-12.61,6.3,-6.3,11.46,8.02,7.45,15.47,-63.03,-4.01,4.58,-60.73,12.61,-17.76,-6.3,29.79,0.75
-0.57,8.02,-2.29,0,0.57,-16.62,4.58,1.72,12.03,-6.3,0,0.57,0,-12.61,6.3,-5.73,11.46,8.02,7.45,16.04,-62.45,-4.01,4.58,-60.16,12.61,-17.19,-6.3,29.79,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.72,12.03,-6.3,0,0.57,0,-12.61,6.3,-5.73,12.03,8.02,7.45,16.04,-62.45,-4.01,5.16,-59.59,12.61,-17.19,-6.3,29.22,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.72,11.46,-6.3,0,0.57,0,-12.61,6.88,-5.73,12.03,8.02,7.45,16.04,-62.45,-4.01,5.16,-59.59,12.61,-17.19,-6.88,29.22,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.72,11.46,-6.3,0,0.57,0,-12.61,6.88,-5.73,12.61,8.02,6.88,16.62,-61.88,-4.01,5.16,-59.01,12.61,-17.19,-6.88,29.22,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.72,11.46,-6.3,0,0.57,0,-12.61,6.88,-5.73,12.61,8.02,6.88,16.62,-61.88,-3.44,5.16,-58.44,12.61,-17.19,-6.88,28.65,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.72,11.46,-6.88,0,0.57,0,-12.61,7.45,-5.73,13.18,8.02,6.88,16.62,-61.31,-3.44,5.73,-58.44,12.61,-17.19,-6.88,28.65,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.72,11.46,-6.88,0,0.57,0,-12.61,7.45,-5.73,13.18,8.02,6.88,17.19,-61.31,-3.44,5.73,-57.87,12.61,-17.19,-6.88,28.65,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.72,10.89,-6.88,0,0.57,0,-12.61,7.45,-5.16,13.75,8.02,6.88,17.19,-61.31,-3.44,5.73,-57.3,12.61,-17.19,-6.88,28.07,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.15,10.89,-6.88,0,0.57,0,-12.61,8.02,-5.16,14.32,8.02,6.88,17.19,-60.73,-3.44,5.73,-57.3,12.61,-17.19,-6.88,28.07,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.15,10.89,-6.88,0,0.57,0,-12.61,8.02,-5.16,14.32,8.02,6.88,17.76,-60.73,-3.44,5.73,-56.72,12.61,-16.62,-7.45,28.07,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.15,10.89,-6.88,0,0.57,0,-12.61,8.02,-5.16,14.9,8.02,6.88,17.76,-60.16,-3.44,5.73,-56.15,12.61,-16.62,-7.45,27.5,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.15,10.31,-6.88,0,0.57,0,-12.61,8.02,-5.16,14.9,8.02,6.3,17.76,-60.16,-3.44,6.3,-56.15,12.61,-16.62,-7.45,27.5,0.75
-0.57,8.02,-2.29,0,0,-16.62,4.58,1.15,10.31,-6.88,0,0.57,0,-12.61,8.59,-5.16,15.47,8.02,6.3,18.33,-59.59,-2.86,6.3,-55.58,12.61,-16.62,-7.45,27.5,0.75
-0.57,7.45,-2.29,0,-0.57,-16.62,4.58,1.15,10.31,-6.88,0,0.57,0,-12.61,8.59,-5.16,15.47,8.02,6.3,18.33,-59.59,-2.86,6.3,-55,12.03,-16.62,-7.45,26.93,0.75
-0.57,7.45,-2.29,0,-0.57,-16.62,4.58,1.15,10.31,-7.45,0,0.57,0,-12.61,8.59,-4.58,16.04,8.02,6.3,18.33,-59.59,-2.86,6.3,-55,12.03,-16.62,-7.45,26.93,0.75
-0.57,7.45,-2.86,0,-0.57,-16.62,4.58,1.15,9.74,-7.45,0,0.57,0,-12.61,9.17,-4.58,16.04,8.02,6.3,18.91,-59.01,-2.86,6.3,-54.43,12.03,-16.62,-8.02,26.93,0.75
-0.57,7.45,-2.86,0,-0.57,-16.62,4.58,1.15,9.74,-7.45,0,0.57,0,-12.61,9.17,-4.58,16.62,8.02,6.3,18.91,-59.01,-2.86,6.3,-54.43,12.03,-16.62,-8.02,26.36,0.75
-0.57,7.45,-2.86,0,-0.57,-16.62,4.58,1.15,9.74,-7.45,0,0.57,0,-12.61,9.17,-4.58,16.62,8.02,6.3,18.91,-58.44,-2.86,6.88,-53.86,12.03,-16.62,-8.02,26.36,0.75
-0.57,7.45,-2.86,0,-0.57,-16.62,4.58,1.15,9.74,-7.45,0,0.57,0,-12.61,9.17,-4.58,17.19,8.02,6.3,19.48,-58.44,-2.86,6.88,-53.29,12.03,-16.62,-8.02,26.36,0.75
-0.57,7.45,-2.86,0,-0.57,-17.19,4.58,1.15,9.74,-7.45,0,0.57,0,-13.18,9.74,-4.58,17.19,8.02,5.73,19.48,-58.44,-2.86,6.88,-53.29,12.03,-16.04,-8.02,25.78,0.75
-0.57,7.45,-2.86,0,-0.57,-17.19,4.01,1.15,9.17,-7.45,0,0.57,0,-13.18,9.74,-4.58,17.76,8.02,5.73,19.48,-57.87,-2.86,6.88,-52.71,12.03,-16.04,-8.02,25.78,0.75
-0.57,7.45,-2.86,0,-0.57,-17.19,4.01,1.15,9.17,-7.45,0,0.57,0,-13.18,9.74,-4.01,17.76,8.02,5.73,19.48,-57.87,-2.29,6.88,-52.14,12.03,-16.04,-8.02,25.78,0.75
-0.57,7.45,-2.86,0,-0.57,-17.19,4.01,1.15,9.17,-8.02,0,0.57,0,-13.18,10.31,-4.01,18.33,8.02,5.73,20.05,-57.3,-2.29,7.45,-51.57,12.03,-16.04,-8.59,25.21,0.75
-0.57,7.45,-2.86,-0.57,-0.57,-17.19,4.01,1.15,9.17,-8.02,0,0.57,0,-13.18,10.31,-4.01,18.91,7.45,5.73,20.05,-56.72,-2.29,7.45,-51.57,12.03,-16.04,-8.59,25.21,0.75
-0.57,7.45,-2.86,-0.57,-0.57,-17.19,4.01,1.15,8.59,-8.02,0,0.57,0,-13.18,10.31,-4.01,18.91,7.45,5.73,20.05,-56.72,-2.29,7.45,-50.99,12.03,-16.04,-8.59,25.21,0.75
-0.57,7.45,-2.86,-0.57,-1.15,-17.19,4.01,0.57,8.59,-8.02,0,0.57,0,-13.18,10.89,-4.01,19.48,7.45,5.73,20.63,-56.15,-2.29,7.45,-50.42,12.03,-16.04,-8.59,24.64,0.75
-0.57,7.45,-2.86,-0.57,-1.15,-17.19,4.01,0.57,8.59,-8.02,0,0.57,0,-13.18,10.89,-4.01,19.48,7.45,5.73,20.63,-56.15,-2.29,7.45,-49.85,11.46,-15.47,-8.59,24.64,0.75
-0.57,7.45,-2.86,-0.57,-1.15,-17.19,4.01,0.57,8.59,-8.02,0,0.57,0,-13.18,10.89,-4.01,20.05,7.45,5.16,20.63,-55.58,-2.29,7.45,-49.27,11.46,-15.47,-8.59,24.64,0
-0.57,7.45,-2.86,-0.57,-1.15,-17.19,4.01,0.57,8.02,-8.02,0,0.57,0,-13.18,11.46,-4.01,20.05,7.45,5.16,20.63,-55,-2.29,8.02,-49.27,11.46,-15.47,-8.59,24.06,0
-0.57,7.45,-2.86,-0.57,-1.15,-17.19,4.01,0.57,8.02,-8.02,0,0.57,0,-13.18,11.46,-3.44,20.63,7.45,5.16,21.2,-55,-1.72,8.02,-48.7,11.46,-15.47,-9.17,24.06,0
-0.57,7.45,-2.86,-0.57,-1.15,-17.19,4.01,0.57,8.02,-8.02,0,0.57,0,-13.18,11.46,-3.44,20.63,7.45,5.16,21.2,-54.43,-1.72,8.02,-48.13,11.46,-15.47,-9.17,23.49,0
-0.57,7.45,-2.86,-0.57,-1.15,-17.19,4.01,0.57,8.02,-8.02,0,0.57,0,-13.75,12.03,-3.44,21.2,7.45,5.16,21.2,-53.86,-1.72,8.02,-47.56,11.46,-15.47,-9.17,23.49,0
-0.57,7.45,-2.86,-0.57,-1.15,-17.19,4.01,0.57,8.02,-8.59,0,0.57,0,-13.75,12.03,-3.44,21.77,7.45,5.16,21.2,-53.86,-1.72,8.02,-46.98,11.46,-15.47,-9.17,23.49,0
-0.57,7.45,-2.86,-0.57,-1.15,-17.19,4.01,0.57,7.45,-8.59,0,0.57,0,-13.75,12.03,-3.44,21.77,7.45,5.16,21.77,-53.29,-1.72,8.59,-46.41,11.46,-15.47,-9.17,22.92,0
-0.57,7.45,-2.86,-0.57,-1.15,-17.19,4.01,0.57,7.45,-8.59,0,0.57,0,-13.75,12.61,-3.44,22.35,7.45,5.16,21.77,-53.29,-1.72,8.59,-46.41,11.46,-14.9,-9.17,22.92,0
-0.57,7.45,-2.86,-0.57,-1.15,-17.19,4.01,0.57,7.45,-8.59,0,0.57,0,-13.75,12.61,-3.44,22.35,7.45,5.16,21.77,-52.71,-1.72,8.59,-45.84,11.46,-14.9,-9.74,22.92,0
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,7.45,-8.59,0,0.57,0,-13.75,12.61,-2.86,22.92,7.45,4.58,22.35,-52.14,-1.15,8.59,-45.26,11.46,-14.9,-9.74,22.92,0
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,6.88,-8.59,0,0.57,0,-13.75,12.61,-2.86,22.92,7.45,4.58,22.35,-52.14,-1.15,8.59,-44.69,11.46,-14.9,-9.74,22.35,0
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,6.88,-8.59,0,0.57,0,-13.75,13.18,-2.86,23.49,7.45,4.58,22.35,-51.57,-1.15,8.59,-44.12,11.46,-14.9,-9.74,22.35,0
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,6.88,-8.59,0,0.57,0,-13.75,13.18,-2.86,23.49,7.45,4.58,22.35,-51.57,-1.15,8.59,-44.12,11.46,-14.9,-9.74,22.35,0
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,6.88,-9.17,0,0.57,0,-13.75,13.18,-2.86,24.06,7.45,4.58,22.92,-50.99,-1.15,9.17,-43.54,10.89,-14.9,-9.74,21.77,0
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,6.3,-9.17,0,0.57,0,-14.32,13.75,-2.86,24.06,7.45,4.58,22.92,-50.42,-1.15,9.17,-42.97,10.89,-14.32,-9.74,21.77,0
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,6.3,-9.17,0,0.57,0,-14.32,13.75,-2.86,24.64,7.45,4.58,22.92,-50.42,-1.15,9.17,-42.4,10.89,-14.32,-9.74,21.77,0
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,6.3,-9.17,0,0.57,0,-14.32,13.75,-2.86,24.64,7.45,4.58,22.92,-49.85,-1.15,9.17,-41.83,10.89,-14.32,-10.31,21.2,0.25
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,6.3,-9.17,0,0.57,0,-14.32,14.32,-2.86,25.21,7.45,4.58,23.49,-49.27,-0.57,9.17,-41.83,10.89,-14.32,-10.31,21.2,0.25
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,6.3,-9.17,0,0.57,0,-14.32,14.32,-2.29,25.78,7.45,4.58,23.49,-48.7,-0.57,9.74,-41.25,10.89,-14.32,-10.31,20.63,0.25
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,5.73,-9.17,0,0.57,0,-14.32,14.32,-2.29,25.78,7.45,4.01,23.49,-48.7,-0.57,9.74,-40.68,10.89,-14.32,-10.31,20.63,0.25
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,5.73,-9.17,0,0.57,0,-14.32,14.32,-2.29,26.36,7.45,4.01,23.49,-48.13,-0.57,9.74,-40.11,10.89,-14.32,-10.31,20.63,0.25
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,5.73,-9.17,0,0.57,0,-14.32,14.9,-2.29,26.36,7.45,4.01,24.06,-47.56,-0.57,9.74,-39.53,10.89,-14.32,-10.31,20.05,0.25
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,5.73,-9.17,0,0.57,0,-14.32,14.9,-2.29,26.93,7.45,4.01,24.06,-46.98,-0.57,9.74,-38.96,10.89,-13.75,-10.89,20.05,0.25
-1.15,6.88,-2.86,-0.57,-1.72,-17.19,4.01,0.57,5.16,-9.74,0,0.57,0,-14.9,14.9,-2.29,27.5,6.88,4.01,24.06,-46.41,0,9.74,-38.39,10.89,-13.75,-10.89,19.48,0.25
-1.15,6.88,-3.44,-0.57,-2.29,-17.76,4.01,0,5.16,-9.74,0,0.57,0,-14.9,15.47,-2.29,27.5,6.88,4.01,24.06,-46.41,0,9.74,-37.82,10.89,-13.75,-10.89,19.48,0.25
-1.15,6.88,-3.44,-0.57,-2.29,-17.76,4.01,0,5.16,-9.74,0,0.57,0,-14.9,15.47,-2.29,28.07,6.88,4.01,24.64,-45.84,0,10.31,-37.82,10.89,-13.75,-10.89,19.48,0.25
-1.15,6.88,-3.44,-0.57,-2.29,-17.76,4.01,0,5.16,-9.74,0,0.57,0,-14.9,15.47,-1.72,28.07,6.88,4.01,24.64,-45.26,0,10.31,-37.24,10.89,-13.75,-10.89,18.91,0.25
-1.15,6.88,-3.44,-0.57,-2.29,-17.76,4.01,0,5.16,-9.74,0,0.57,0,-14.9,15.47,-1.72,28.65,6.88,4.01,24.64,-44.69,0,10.31,-36.67,10.89,-13.75,-10.89,18.91,0.25
-1.15,6.88,-3.44,-0.57,-2.29,-17.76,4.01,0,4.58,-9.74,0,0.57,0,-14.9,16.04,-1.72,28.65,6.88,4.01,24.64,-44.69,0,10.31,-36.1,10.89,-13.75,-11.46,18.91,0.25
-1.15,6.88,-3.44,-0.57,-2.29,-17.76,4.01,0,4.58,-9.74,0,0.57,0,-14.9,16.04,-1.72,29.22,6.88,4.01,25.21,-44.12,0,10.31,-35.52,10.89,-13.18,-11.46,18.33,0.25
-1.15,6.88,-3.44,-0.57,-2.29,-17.76,4.01,0,4.58,-9.74,0,0.57,0,-14.9,16.04,-1.72,29.22,6.88,4.01,25.21,-43.54,0,10.31,-34.95,10.89,-13.18,-11.46,18.33,0.25
-1.15,6.88,-3.44,-0.57,-2.29,-17.76,4.01,0,4.58,-9.74,0,0.57,0,-15.47,16.62,-1.72,29.79,6.88,3.44,25.21,-42.97,0.57,10.31,-34.95,10.89,-13.18,-11.46,18.33,0.25
-1.15,6.88,-3.44,-0.57,-2.29,-17.76,4.01,0,4.01,-10.31,0,0.57,0,-15.47,16.62,-1.72,29.79,6.88,3.44,25.21,-42.97,0.57,10.89,-34.38,10.89,-13.18,-11.46,17.76,0.75
-1.15,6.88,-3.44,-0.57,-2.29,-17.76,4.01,0,4.01,-10.31,0,0.57,0,-15.47,16.62,-1.72,30.37,6.88,3.44,25.78,-42.4,0.57,10.89,-33.8,10.89,-13.18,-11.46,17.76,0.75
-1.15,6.88,-3.44,-0.57,-2.29,-17.76,4.01,0,4.01,-10.31,0,0.57,0,-15.47,16.62,-1.15,30.94,6.88,3.44,25.78,-41.83,0.57,10.89,-33.23,10.31,-13.18,-11.46,17.19,0.75
-1.15,6.88,-3.44,-1.15,-2.29,-17.76,4.01,0,4.01,-10.31,0,0.57,0,-15.47,17.19,-1.15,30.94,6.88,3.44,25.78,-41.25,0.57,10.89,-32.66,10.31,-13.18,-12.03,17.19,0.75
-1.72,6.88,-3.44,-1.15,-2.29,-17.76,4.01,0,4.01,-10.31,0,0.57,0,-15.47,17.19,-1.15,31.51,6.88,3.44,25.78,-40.68,0.57,10.89,-32.66,10.31,-12.61,-12.03,17.19,0.75
-1.72,6.88,-3.44,-1.15,-2.29,-17.76,4.01,0,3.44,-10.31,0,0.57,0,-15.47,17.19,-1.15,31.51,6.88,3.44,25.78,-40.68,0.57,10.89,-32.09,10.31,-12.61,-12.03,16.62,0.75
-1.72,6.88,-3.44,-1.15,-2.29,-17.76,4.01,0,3.44,-10.31,0,0.57,0,-15.47,17.19,-1.15,32.09,6.88,3.44,26.36,-40.11,1.15,10.89,-31.51,10.31,-12.61,-12.03,16.62,0.75
